knljdkfl-1	UNASSIGNED
glicdckk-1	flheockj-1
gliiappk-1	flhfamkp-1
dnlmheol-1	flhfmahg-1
glhjfdjj-1	flhgecdm-1
dnlhgndl-1	flhhclgp-1
dnlgoifo-1	flhkcoib-1
dnlolinb-1	flhjpohf-1
dnlhckef-1	flhiblfh-1
dnlhonek-1	flhinibd-1
dnlhochp-1	flhjmgfl-1
goacicpl-1	flhljclj-1
gnppoopn-1	flhkopol-1
goacfkib-1	flhlinca-1
goaiecgf-1	flhlpele-1
goabjapp-1	fliccnih-1
goacbkgm-1	flhneolc-1
goabedoc-1	flhohnng-1
goabgbje-1	flhpbhgn-1
gogklinf-1	flhpibln-1
goafmbdg-1	flhppnmf-1
gobfhcap-1	flhpmhob-1
gogocnmi-1	fliabacl-1
gogiiiaa-1	fliafipo-1
gogoehff-1	fliagbmj-1
gogohhkm-1	fliamlig-1
gogogijl-1	fliejjdc-1
gogphjpl-1	flibonna-1
gogohbfl-1	flicckie-1
goafkicl-1	flicpgeh-1
goafhknn-1	flidiehh-1
goagddoo-1	flidgjaa-1
goahckne-1	flifbgnm-1
gnpnbgnk-1	fliejkom-1
gobejlnh-1	flifejbh-1
gobefmdl-1	fligefjf-1
gobeoall-1	flihbpen-1
gobfoidh-1	flihbjfa-1
goaamhfk-1	flihhbjc-1
goabaomo-1	flihkodk-1
goadfppb-1	fliinblf-1
gobnofcb-1	fljoifje-1
goaeplhl-1	flikkijn-1
goaeecmk-1	flikompj-1
goadgfad-1	flimigoc-1
goafbpmh-1	flimameh-1
goagaekh-1	flinflif-1
gnpcejbp-1	oekgebdk-1
gnpegdln-1	fljadief-1
gnpboaaf-1	fliodmjj-1
gnpdefgp-1	flipanoh-1
gnpcpmne-1	fliphbgm-1
gnpeddhp-1	oekgkjfn-1
gnpehide-1	flipniag-1
gnpbndmb-1	fljaafjl-1
gnpcjlhh-1	fljagchg-1
gnpfagni-1	fljepmjg-1
gnpeilll-1	fljapjkj-1
goaehbdp-1	fljcacad-1
gogeglal-1	fljemilf-1
gnpcgaea-1	fljfaeap-1
gnpccefb-1	fljfnakn-1
gobokfhb-1	oekgladf-1
gobciomm-1	fljmmpep-1
gobnkopf-1	fljjbgnh-1
gobckodc-1	fljkoapc-1
gobdhpmi-1	fljkgibm-1
gobddidb-1	fljmobcf-1
gobdahbe-1	fljmokcl-1
gobbcpkf-1	oekgnfmf-1
goaomjkj-1	fljmdghk-1
gobcokck-1	fljnelbd-1
gobmbjao-1	fljnkjhe-1
gobmkmdm-1	fljnlkba-1
goboimpk-1	fljojcbc-1
gobmdoca-1	oekhanfn-1
dnlpajpc-1	fljpcomi-1
dnmajmcf-1	fljpgeem-1
dnlokegl-1	fljpmofk-1
doabihgc-1	flnllfif-1
dnmannhi-1	flkaipna-1
dnlockmf-1	flkajhgb-1
gocfibjc-1	flkamden-1
goccgece-1	flkakfbg-1
gocdeapi-1	flkbdfba-1
gobocghb-1	flkcfnkp-1
gobanici-1	flkcfkmn-1
goccgmgn-1	flkcopjm-1
goakhkmk-1	flkddppn-1
gocdcflo-1	oekhcoph-1
goccphbm-1	flkdhbfe-1
gocdaeah-1	flkdhjdh-1
gockbjfo-1	flkdklnk-1
goaagnbe-1	flkellci-1
gocjnljb-1	oekhdhgf-1
gnppknef-1	flkepgge-1
gocccino-1	flkepkbo-1
gocdnigb-1	flkfdlkf-1
gocdmeej-1	flkfngnp-1
gocllcdi-1	flkgbcip-1
gocklbif-1	flkgdgpe-1
gocljgep-1	flkgggcc-1
goclacje-1	flkghlaj-1
dnmahapd-1	flkgkpln-1
gocehboe-1	flkgnhig-1
gocilcig-1	oekhjccd-1
gocedjae-1	flkgpmng-1
dnlmjmne-1	flkhicig-1
gocijfac-1	flkiepoa-1
goakfbfn-1	flkifjjc-1
gochdhae-1	flkijeai-1
gochcpmm-1	flkioogh-1
gnmlbndk-1	flkjbcil-1
goakcoge-1	flmaoabn-1
dnloaadh-1	flkjepgh-1
gocafodl-1	flkjjlkm-1
goaghngj-1	flkjlphb-1
dnmajfla-1	flkkcbli-1
gocamjnd-1	flkkfaga-1
dnlpongl-1	flkklani-1
gocbinkb-1	flkkplem-1
goahlddp-1	flklafhk-1
gocbgaeb-1	flkldkco-1
gocbhedl-1	flklgjjp-1
dnoihmpo-1	flldbddh-1
dnohhlbl-1	flknbjpa-1
glodnlek-1	flkpeenb-1
dnminiem-1	flkpfncf-1
gmabkcnb-1	flkpipja-1
dnnppend-1	fllaoncj-1
glmgmpee-1	flldhmmk-1
gnmlhjic-1	flljhpbj-1
gnmjnhfg-1	fllkagph-1
gobppcnj-1	fllkdkld-1
gocaacgn-1	fllknhap-1
gnmeoipf-1	flllahif-1
gnmehbip-1	fllliklj-1
gnmkghod-1	fllmlejm-1
doabmpjg-1	fllnfckj-1
goepejgg-1	fllnnafe-1
gofbbjgp-1	fllnopci-1
gofcicoe-1	fllnpiak-1
goepidpp-1	flloaoan-1
gofjoiho-1	fllolmje-1
gnppflom-1	fllpkccl-1
gnpoonpl-1	fllpmkpg-1
gnlgoima-1	fllppobe-1
gogpbodo-1	flmahklm-1
gogpbjdl-1	flmabgep-1
goagjkdn-1	flmgafch-1
gnpolfbe-1	flmapgio-1
gnlcmceb-1	flmbbhmm-1
gnpnabpl-1	flmcgfck-1
gogpinip-1	flmblchi-1
gnlpkhag-1	flmdjeif-1
goepeagk-1	flmeonnn-1
gogmoonb-1	flmemjlb-1
gnlccifn-1	flmfbikh-1
gnpnhdbd-1	flmfdkkp-1
gnlleche-1	flmgiaip-1
gnmjmbja-1	flmgjbko-1
gnmkaajn-1	flmhbdkh-1
doaehipe-1	oekilheh-1
gnmgoajj-1	flmhjkeh-1
gnmemoml-1	flmhifaf-1
gnmehkid-1	flmhjcfh-1
gnlpjjck-1	flmhmgcg-1
gnmdieme-1	flmjendi-1
gnmffglp-1	flmilkog-1
gnmdpana-1	flmjhmbh-1
doagecee-1	flmknmln-1
gnmieode-1	flmkdogm-1
dnmeiaam-1	flmlogcf-1
glhpjkck-1	flngnhof-1
gliapobk-1	flnbdjhl-1
glicbdgi-1	flmolnkf-1
glhpnekd-1	flndbhfh-1
glibpjnn-1	flmokhai-1
glholccp-1	flmolaic-1
glhpkdlo-1	flndimgg-1
dnmfjpoh-1	flndjmgf-1
gliajpja-1	flnbnibi-1
glhopfjf-1	flndiijn-1
glhpacib-1	flnchdan-1
dnmgdgdd-1	flneafnp-1
doaenhfh-1	flnlpkfj-1
doafmagn-1	flnljood-1
dnokmoik-1	flnloafn-1
dnokipmo-1	flnndcbm-1
dnojkaji-1	flobgkad-1
flgbmkfb-1	floekbjo-1
flfipaep-1	flofkkbj-1
flfjcpdm-1	fmaoojgm-1
flefmidp-1	floikije-1
flefijgb-1	flohlplg-1
flfmdfhd-1	flojdpmi-1
fkcifbpn-1	flpggkcp-1
docfpoak-1	oejngiln-1
doajeioc-1	flpgbedf-1
doalkeig-1	flpgcflj-1
doakmlmd-1	flpfcldh-1
fkejlcma-1	flpgabpc-1
doaimjpf-1	flopcpmm-1
doalncki-1	flooodeh-1
glmglnnb-1	flpcdinm-1
docfknao-1	oekjiajm-1
fkegbogj-1	fmaacglh-1
dobecdfn-1	flpdpnhp-1
fkegphkb-1	flpeapoe-1
fkeglckm-1	flpebomi-1
fkefpgdh-1	flpecjgc-1
dnnpjeoo-1	flpedeoa-1
dnnjdbpp-1	flpelohb-1
dnnalnfp-1	flpeommf-1
doajhmed-1	flpgfgdg-1
doaipead-1	flpghdkc-1
fknpgipp-1	fmbddjng-1
fkcijdjk-1	fmadngin-1
fkcipibf-1	fmahgnnc-1
fkjmeckf-1	flpmidcp-1
fkjmflbi-1	fmaojlck-1
fkchkben-1	flpmlepc-1
fkobmpmo-1	fmbbjhol-1
dnnbhmhp-1	flppgggm-1
dnncdiil-1	flppnfjc-1
fkjlhjhl-1	flppnkgp-1
fkcgbjdo-1	fmaaegnc-1
fkcinecg-1	fmabolmd-1
fkcihmed-1	fmadpjde-1
fkcjonah-1	fmadploo-1
flfjldcg-1	fmapaeki-1
fleepinp-1	fmbedala-1
fleffmhd-1	fmbefpkh-1
flgjfmae-1	fmbcnmcf-1
flgjfmdp-1	fmbfchho-1
fkoadmgo-1	fmbfkapm-1
fofpfgml-1	hinbjgmh-1
gepnbnal-1	fmbmbefp-1
fogfleag-1	hinbgphi-1
fogabfcg-1	fmbgdogb-1
fogdgked-1	fmbgeebc-1
fogcmojf-1	fmbjhahf-1
fogejido-1	fmbgnijk-1
fogiikcf-1	fmbhbeke-1
foggnaed-1	fmbhikob-1
fogbjnjm-1	fmbigpnn-1
fogaolef-1	fmbijlmk-1
geofhjad-1	fmbikcpd-1
geofnhil-1	fmbjcklj-1
geofljhp-1	fmbjjaem-1
geomfobh-1	fmbjjngo-1
geoogkak-1	fmbjlnok-1
geognmlm-1	fmbncmgc-1
gepfdede-1	fmbldnik-1
geogbbld-1	fmblhbgm-1
geohbpne-1	fmblhlbk-1
gepfbiek-1	fmcbahdn-1
geoomcdm-1	fmblpjom-1
geoomend-1	fmbnffje-1
gepjdfgh-1	fnkkoiil-1
gepnmgbe-1	fmbobdpb-1
gepgikpf-1	fmboghbb-1
gepgkdkl-1	fmbohnfh-1
gepfnbbl-1	fmbokokn-1
geohnldb-1	fmbpbkdi-1
geoojapf-1	fmbpenoe-1
geomomcl-1	fmcfcddi-1
geoojphj-1	fmbpjoip-1
gepfplmk-1	fmcadgla-1
geopodlk-1	fmcfimli-1
gejjlbka-1	fmcbfedg-1
geoninea-1	fmcgcmeg-1
gejlkhna-1	fmcccgdi-1
gekdgnlh-1	fmcdhnco-1
gekchmin-1	fmceccja-1
gekcjkid-1	fmcecpic-1
gekddfbg-1	fmceinhg-1
gekchdmc-1	fmcejedl-1
geompnem-1	fmcfmnfb-1
geoobpah-1	fmcgekaf-1
gencegoi-1	fmddcjam-1
gencechi-1	fmcgodkk-1
foflbfbb-1	fmcgimhp-1
fogclhgo-1	fmcihnac-1
fogckmfc-1	fmchbpmd-1
fogengop-1	fmcijglh-1
fogfclhn-1	fmchpdmo-1
foflldja-1	fmcilceh-1
fogfcpdj-1	fmcjelkf-1
fogignng-1	fmcjkefp-1
fofmpjfm-1	fmcjfmpn-1
gekeeofg-1	fmcjkeha-1
gekeeghg-1	fmcjpoii-1
gemaeabb-1	fmckfchi-1
gennenol-1	fmgbghlh-1
genogbep-1	fmckekbh-1
gennbgmi-1	fmckepdp-1
gemakdgb-1	fmckpflg-1
geodkdgb-1	fmcljgie-1
gelkdham-1	fmcnopgp-1
gelppiio-1	fmfpnfii-1
gelkkdfh-1	fmcmipgj-1
geodjbol-1	iegifipe-1
geocmaek-1	fmcnbepg-1
gellcabi-1	fmcnffab-1
gejdjaak-1	iegigjdb-1
foflnind-1	fmcocljg-1
genfgbad-1	fmcodkie-1
genggoii-1	fmdalhjj-1
genkljnh-1	fmcojaak-1
geoadkae-1	fmdabbgl-1
geoaojdl-1	fmcpapfe-1
geoacnon-1	fmcpngcd-1
genepgnl-1	fmdcelmi-1
genbejdi-1	fmddaben-1
genbdpkf-1	fmdddhhg-1
gfedldjk-1	fmhhgcin-1
gfcehgci-1	fmdfandd-1
gfcdpekp-1	fmdffmad-1
gfdpmglh-1	fmdmaigl-1
gfdpijke-1	fmdfobcg-1
gfdoidfo-1	fmdhenkm-1
gfdmganl-1	fmdidlcc-1
gfebigag-1	iejiaclc-1
gfdmfmia-1	fmemblcp-1
gfecejoc-1	fmdiaiab-1
gfdnajbc-1	iejndofi-1
gfdlbcke-1	fmdjbmmm-1
gfclopih-1	fmdkagha-1
gfckkjgo-1	fmdjiedd-1
gfclipgg-1	fmfgbpdd-1
gfdpdmod-1	fmdlnfge-1
gfdpiohl-1	fmdkiked-1
gfckfibd-1	fmfffdhh-1
gfnilaad-1	fmeekgjh-1
gfnhodlg-1	fmdpcedi-1
gfdgpjog-1	fnnflejn-1
gfnogdgo-1	fmehadde-1
gfcogjah-1	fmeaoknj-1
gfnofclo-1	fmehahnc-1
gfcoddgk-1	fmebbkog-1
gfcnkhjk-1	fmebdfnm-1
gfcnlmni-1	fmebnadg-1
gfnkkhap-1	fmecgmce-1
gfmedmaf-1	fmeclkch-1
gfnfheif-1	fmedlnfj-1
gfnfefpb-1	fmecpoac-1
gfngmbac-1	fmedbgcd-1
gfngnlii-1	fmeddhjp-1
gfnfmcmf-1	fmedhdgi-1
gfnejfgf-1	fmedhoei-1
gfnfkdib-1	fmedlckb-1
gfninbaj-1	fmeeidpj-1
gfmbpoak-1	fmeephfn-1
gfnkjjpg-1	fmefnobk-1
gfnemkac-1	fmefjblb-1
gfnkbjdc-1	fmefjein-1
gfnmbjaa-1	fmefnlej-1
gfnmhghe-1	fmefpjgk-1
gfnjkpjn-1	fmeghpoe-1
gfnjommf-1	fmegfjeb-1
gfimmgaf-1	fmegkoop-1
gfinaafe-1	fmfegafe-1
gfnpccno-1	fmehajda-1
gfnnnmpp-1	fmehkgfl-1
gfnochdg-1	fmehiigc-1
gfnofchj-1	fmehjeim-1
gfnnmnhc-1	fmeiejka-1
gfnoaeee-1	fmeifgnd-1
gfibhpkm-1	fmeiofdf-1
gfimiimj-1	fmelmjef-1
gfinhhhj-1	fmejddkh-1
gfijbpol-1	fmejmmme-1
gfikknck-1	fmejpile-1
gfikconc-1	fmekcnkl-1
gfilgemo-1	fmekdcpn-1
gfinimmn-1	fmeljifn-1
gfipgkhh-1	fmekoaim-1
gfiopahd-1	fmelbbnp-1
gfikfddf-1	fmelfkmc-1
gfibipdl-1	oekjngge-1
gfdnennc-1	iejkapcp-1
gficlmdo-1	fmeodinj-1
gfiigdlg-1	fmepdmop-1
gfifhibh-1	ieifdpdb-1
gfigapoh-1	fmepagpg-1
gfjoodll-1	fmepbjho-1
gfimkglp-1	fmepfkab-1
gficflgd-1	fmfahgfj-1
gfibmkac-1	fmeppllg-1
gfidbccj-1	fmfabkee-1
gfidibom-1	fmfadnfo-1
gfiiclpi-1	fmfamhog-1
gfiikoap-1	fmfbdlne-1
gfieejbc-1	fmfbgnlm-1
gfhpeloh-1	fmfbolpi-1
gfhpbgjp-1	fmfckaih-1
gfhpbkjf-1	fmfdienf-1
gfcomdbj-1	fmfkfojk-1
gfinkoki-1	fmfkfhof-1
gfclpfek-1	fmffacaf-1
gfcljndm-1	oekkdhch-1
gfcnlnpb-1	fmfjpbap-1
gfdchepj-1	fmfjjemi-1
gfdbcbdl-1	fmfjnphl-1
gfdangmm-1	fmfjplnn-1
gfdckaij-1	fmflfkjd-1
gfcpionp-1	fmflnhgg-1
gfcphocn-1	fmfmcmce-1
gfdibkca-1	oekklhio-1
gfcoakeh-1	fmfmliip-1
gfdhcohl-1	fmfnpokn-1
gfdfkkcc-1	fnnhoeib-1
gfdhofjj-1	fmfogbfo-1
genlpmeg-1	fmfohgem-1
genmppfk-1	fmfohjmp-1
genneloo-1	fmfpdbam-1
genmepnl-1	fmgchmmo-1
gemadmbe-1	oeklebpf-1
gemablfb-1	fmgemlkb-1
gellplmk-1	fmgdbbpg-1
gekehpfl-1	fmigiind-1
gellhbdh-1	fmgglald-1
gelmilnk-1	fmgggknd-1
gelpabcp-1	fmggmaae-1
gelonjec-1	fmghjdai-1
gelnlecp-1	oeklcddo-1
gelnkboi-1	fmgkjcgn-1
gemlhclc-1	fmgkidck-1
gelofphg-1	fmglchnm-1
gelgakid-1	fnpklkeh-1
gelgbgjl-1	fnplbgpn-1
gelgbpho-1	fmgmkadb-1
gelfiloi-1	fmgneiif-1
gelelphk-1	fmhalomf-1
geldbgjd-1	fmgookjd-1
gelfejdm-1	fnpigclm-1
gelciiff-1	fmgojcgc-1
gelbajjc-1	fnnedclm-1
gfccmcfj-1	fmgpgkic-1
geldlpbp-1	fmgpcilk-1
gfcdaklg-1	fmgpofng-1
gfccmink-1	fmgpoomb-1
gfcdkahb-1	fmgppbii-1
gfcdghlg-1	fmhaaefo-1
gfcdlgfm-1	fmhagfof-1
gekgldoj-1	fmhaifcg-1
gelgdili-1	fmhapbpc-1
gfcjlldo-1	fmhbdadh-1
gfcjfgii-1	fmhbkfkd-1
gfcijmhg-1	fmhcbkde-1
gfcjghnl-1	fmhfogbd-1
gfcieboo-1	fmhdaong-1
gemjdfjc-1	fmhedmlk-1
gemihhfl-1	fmhdhnil-1
gemkohko-1	fmhfjmma-1
gemkajga-1	fmhffmpc-1
gemjnhmb-1	fmhkkmaa-1
gemklicn-1	fmhfigdp-1
gemkmgkf-1	fmhfijjk-1
gfcdpllg-1	fmhfoedc-1
gfeifbfp-1	fmhgcpij-1
gfehmipc-1	fmhggehn-1
gfegcbcf-1	fmhgiafm-1
gfdkblla-1	fmhhklgp-1
gfdladkl-1	fmhjmepf-1
gemdfnca-1	fmhiabin-1
gemgdjjk-1	fmhiaocg-1
gemhobmm-1	fmhicoaj-1
gemhegci-1	fmhjnhhj-1
gemdagba-1	fmhifiee-1
gekhnfip-1	fmigfmii-1
gemhandp-1	fmhjdffl-1
gemegdji-1	fmhjfppb-1
gelekglm-1	fmhkgbha-1
gfebgfbc-1	fmhmdace-1
gfeacafh-1	fmhmncfp-1
gfdkfkjd-1	fmhmoocl-1
gembiefa-1	fmhncdda-1
gfdiphmg-1	fmhnnbij-1
gekafgkh-1	fmholkce-1
gekalaom-1	fmhnpkec-1
gelgjmme-1	fmhogcnf-1
geokffkj-1	fnockfpc-1
gekbedkl-1	fmiadfea-1
gekbkidm-1	fmiejnbj-1
gekbbdgd-1	fmigbfcj-1
gelimhmk-1	fmibanmb-1
gelhgoml-1	fmibddim-1
gelijjmi-1	fmicmiab-1
gelidojf-1	fmibfcgp-1
gelhjnjj-1	fmiceacj-1
gejpnmjf-1	fmiehajk-1
gekgecme-1	fmifbccj-1
geljcldp-1	fmifbnnb-1
gekghbhl-1	fmifdhmm-1
gelioabp-1	fmifobci-1
gekekcfp-1	fmiigamj-1
gejpnlmn-1	fmihjmgo-1
gekabaao-1	fmihkple-1
gekblcnk-1	fmiinhoj-1
ggcehbac-1	fmijmgnd-1
ggcfdemk-1	fmikhaba-1
ggphipbp-1	fmimcegb-1
ggdlnpek-1	fmimcpib-1
ggdmgbmm-1	fmimddeo-1
ggdleajn-1	fmimfmie-1
ggddhejj-1	fmimmleh-1
ggcoojcp-1	fmineagl-1
ggcpglek-1	fmiojdif-1
ggongmof-1	fmipefep-1
ggdbanai-1	oekmbfhf-1
ggdhpohf-1	fmjafggi-1
ggdibbda-1	fmjenfdg-1
ggdjadga-1	fmpamopg-1
ggbaeedf-1	oekmbpab-1
ggmlfneo-1	fmjenmpb-1
ggbaiddd-1	fmjbikan-1
ggbjanbf-1	fmkgajip-1
ggbblhdf-1	fmmaeclg-1
ggclbapm-1	fmkiapig-1
ggcjfelf-1	fmjfghci-1
ggchaohk-1	fmjgjaam-1
ggfkhlmi-1	fmjgipao-1
ggchfdoe-1	fmjgmdbb-1
ggclpmfi-1	fmkiplpp-1
ggchplep-1	oeknbdoe-1
gggefkaf-1	fmjjmonb-1
ggggmokh-1	fmjgpifj-1
gggblefl-1	fmjhnfol-1
gggbhobn-1	fmjholcf-1
ggfmoblg-1	fmjlmlbn-1
ggfkgdkk-1	fmjmfgph-1
ggfmloah-1	fmjlmala-1
ggfnckbm-1	fmjmhogj-1
ggiagbfh-1	fmjmkihg-1
ggiehjpi-1	fnlnolll-1
ggiajnin-1	fmjnbnnm-1
ggboklhh-1	fmjnealh-1
ggflopdh-1	fmjomfck-1
ggbnnhlk-1	fmjnnioe-1
ggejjocm-1	fmjobdln-1
ggeimejk-1	fmjogngn-1
gggpjkff-1	fmjpcoel-1
gghaeoha-1	fmkaejbj-1
ggebpkac-1	fmkaemhn-1
ggbkhmph-1	fmkeppgg-1
ggbjpnhp-1	fmkafjel-1
ggbjkgmb-1	fmkaobmg-1
ggbjmkbm-1	fmkbdlfh-1
ggblhofm-1	fmkfdmkm-1
ggblicfd-1	fmkcdigi-1
ggbjbhaf-1	fmkdmpcd-1
ggbkjdde-1	fmkckocj-1
ggddopac-1	fmkdlkln-1
ggbjafeg-1	fmkdkpeb-1
ggbnfbff-1	fmkfipbm-1
ggeijfem-1	fmlikjjl-1
ggbmnhng-1	fmkfjpdo-1
ggajgfam-1	fmkflccl-1
ggbndflg-1	fmkflmpp-1
ggbmpgjg-1	fmkfndfl-1
ggcolckn-1	fmkjfnjo-1
ggcmnjll-1	fmkhcimi-1
ggcmgjkp-1	fmkhgbkd-1
ggcmdbfb-1	fmkjcknb-1
ggckifpb-1	fmkjfnoi-1
ggckogee-1	fmkjiope-1
ggbgfakc-1	fmkjkdhe-1
ggmdgbih-1	fmkjlolk-1
ggbgecdp-1	fmkkomnk-1
ggbepdpd-1	fmlmbiik-1
ggbghnoe-1	fmklfoio-1
ggappihg-1	fmklhgen-1
gggippli-1	fmklobna-1
ggeepkpa-1	fmkmefjg-1
gggilblm-1	fmkmgeji-1
gglmlpeo-1	fmkncalf-1
gglmbllp-1	fmkniamh-1
gganlnck-1	fmkppogf-1
ggeacogi-1	fmlgpgdo-1
ggdpgfcl-1	fmlihfac-1
ggdnacgj-1	fmkopoib-1
ggdnggeg-1	fmkpglkb-1
gglknjel-1	fmmjncaf-1
ggdnmdfl-1	fmlbblog-1
gglkghhh-1	fmlbfmej-1
ggeljcfa-1	fmldgega-1
gglnblbe-1	fmlcdljl-1
ggdpdjkd-1	fmlcegbn-1
ggdolnim-1	fmlieeke-1
ggdpfjcc-1	fmledcjj-1
ggdpffgm-1	fmlegchh-1
ggaoepde-1	fmlejdgb-1
ggaodcap-1	fmlgpdmd-1
ggbbepgj-1	fmlklcad-1
ggaoapkn-1	fmljbddg-1
gglkckop-1	oekobnkd-1
gglkbnkk-1	fmlfpgae-1
ggdnkfkk-1	fmlhbmio-1
ggdnampc-1	fmlhdjgb-1
ggdokjlp-1	fmlheegc-1
ggbadpmh-1	fmlilpad-1
ggalbkje-1	fmljbbod-1
ggaojnof-1	fmlkiccb-1
ggbaakbk-1	fmlkngel-1
ggbanodc-1	fmllebmo-1
ggamfmmd-1	fmllkpdh-1
ggamlhbo-1	fmllpldc-1
ggamcafe-1	fmlmdcfa-1
gglldpnf-1	fmmjmjgj-1
gglpmand-1	fmlmodeo-1
gglleglf-1	fmmlljhp-1
ggljoknp-1	fmlndiic-1
ggaphjho-1	fmloclgk-1
ggmbedjm-1	fmlodcep-1
gglpmejg-1	fmlophgl-1
ggbcfcni-1	fmlphjfp-1
ghbbbjpm-1	fnennpom-1
ghaphang-1	fmmchdkc-1
elmolhon-1	fmmbaonf-1
elnbcdbk-1	gameddjb-1
elmpambo-1	fmnnodfa-1
ghapcpdp-1	fmmfbghh-1
elnebkbg-1	fmmdgcoc-1
elmojikb-1	fmmdhpec-1
ghapobem-1	fmmdjnce-1
ghamnkcd-1	fmmdlhei-1
ghaljfcj-1	fmmfmhaa-1
ghbecogk-1	fmmglbbl-1
ghbbcfjh-1	fneoklkm-1
ghbbbcao-1	fmmhldni-1
ghalmepg-1	fmmicpci-1
ghajhcka-1	fmmjloik-1
ghapkcli-1	fmmidccb-1
ghakipip-1	fmmidnom-1
ghakfinf-1	fmmiipfn-1
ghaibpof-1	fniebapi-1
ghaiikmj-1	fmmjagpf-1
ghaiibbf-1	fmmjcjkp-1
gglphdhm-1	fmmlebhn-1
gglpcijn-1	fmmmlame-1
egnejpfc-1	fmmmmehm-1
egpccnom-1	oekogjab-1
egpecldg-1	fmmomebl-1
ggmafnlf-1	fmmomomp-1
gglpdiih-1	oekohajb-1
ggmaiklm-1	fmmpfofe-1
egghfpbc-1	gaplmedd-1
egghoiof-1	fmnbjfok-1
egghndec-1	fmmpnhmk-1
egghlehi-1	fmmppfbg-1
gglmgdgc-1	fmnbboge-1
gggiklpc-1	fmnbigjd-1
gglmihim-1	fmnbopmn-1
ggllejah-1	fmndnpbb-1
egnchglc-1	fmncmaom-1
egmnjbpb-1	fmnebcnf-1
gglloifn-1	fmnfdkpa-1
ghaojfho-1	fmnfijbn-1
ggmjcgik-1	oekpkkhe-1
ggmjkpni-1	fmnfmmho-1
ghbgilab-1	fmngigam-1
ggmfinjn-1	oekpojib-1
ggmcmbdj-1	fmnlalai-1
ghbjhgnf-1	fmnhhcnn-1
ghbjipeg-1	fmnhgikd-1
ghbieobn-1	fmnnpfaa-1
ggmikeka-1	fmnkcoic-1
ghbgniof-1	fmnmiace-1
ggmghfbf-1	fmnidcof-1
ehfpeoci-1	fmnilbkh-1
ggmfndla-1	fmoobpln-1
ggmgglhm-1	fmnjabcm-1
ggmieipe-1	fmnjnebh-1
elndapgc-1	fnempfid-1
ghbheofh-1	fmnknkik-1
ghbhfgjd-1	fmnpemhb-1
ggmjagab-1	fmnkpafc-1
ggmjlnpn-1	fmnnccmg-1
elndeeka-1	fnenldee-1
elmpdhmf-1	fmnnoaeh-1
ghbjddka-1	fmnpghml-1
ghbifofg-1	fmnpdmda-1
ghblmogm-1	fmpohnkc-1
ghbkegfb-1	fmobkekn-1
ghbofald-1	fmocaalk-1
ghblilnp-1	fmocmhhk-1
ghbmkkgk-1	fmocpacn-1
ghcdoekk-1	fmoiflhf-1
ghblfaap-1	fmpojbmh-1
ggnjpibk-1	fmoedhmo-1
ggnjbmja-1	fmoepjio-1
ggndpokh-1	fmoellbb-1
ggngegab-1	fmoenonf-1
ggnknkbg-1	fmoeoekn-1
ggnbjgme-1	fmofblnf-1
ggnkhech-1	fmofgpko-1
ggnkjglp-1	fmofikmp-1
ghcakdpm-1	fmofklgj-1
ggnhkjpa-1	fmoidcai-1
ggniiioh-1	fmofojcn-1
ggnipgbo-1	fmogabgf-1
ggnhcfai-1	fmogjdaa-1
ggmoflpb-1	fmoidake-1
ggccidja-1	fmpbnjdo-1
ggmobdoo-1	fmohdghd-1
ggmoagbj-1	fmoielpc-1
gglecpof-1	fmoifmon-1
ghbflfbj-1	fmoipcpe-1
ghbggkbi-1	fmoiojkf-1
gglfbohn-1	fmojlopg-1
gglfdfhn-1	fmokgikm-1
ghbgepff-1	fmojpdbp-1
ghbfhnbl-1	fmojpkgp-1
ggldofll-1	fmokalcc-1
ghbdmegp-1	gamfbnpl-1
gglfodfl-1	fmokefkc-1
ggnappoa-1	oelldnmi-1
ggnanodi-1	fmokkmfa-1
ggnabmik-1	fmokogpe-1
ggdemhjp-1	oelbklah-1
ggdcfcma-1	fmolkhcb-1
ggdmjgln-1	fmolooco-1
ggdehebl-1	fmolpomi-1
ggdkhaik-1	fmolppka-1
ggdkccim-1	fmomiplf-1
ggbhkpjc-1	oelcnfjc-1
ggbhhjgl-1	fmompkmo-1
ggmfcmmb-1	fmomppbe-1
ggmdgonc-1	fmongopd-1
ggmdkial-1	fmoniijb-1
ggmgjend-1	fmoolmfm-1
ggmgioji-1	fmonpolp-1
ggmglgll-1	fmoojgkd-1
ggbhkhgd-1	fmpabggi-1
ggbhlncb-1	fmpdhfgh-1
ggbhoofh-1	fmpdfdml-1
ggmgkpbp-1	fmopooee-1
ggdihnfa-1	fmpaoand-1
ggdikooe-1	fmpbblbp-1
ggdcfokh-1	fmpbdmfc-1
ggcdlmdn-1	fmpbkkao-1
ggdkfnfn-1	fmpcbjlp-1
ggahoemf-1	fmpcmege-1
gglabjeg-1	fmpdmogi-1
ggmhaiio-1	fmpdofjm-1
ggbciiel-1	fmpedkbg-1
ggbchcal-1	fmpeenmn-1
ggmcoolb-1	oeljhdcj-1
ggmhcncc-1	fmpfgjmh-1
ggbdcooo-1	fmpfaceo-1
ggmbjojl-1	fmpfmggm-1
ggmbmpac-1	fmpglkgi-1
ggakokog-1	fmphlbic-1
ggaghdia-1	fmphpcmp-1
ggagnhbj-1	fmpiefge-1
ggahgnnf-1	fmpinceo-1
ghcbifgk-1	fmpjpoea-1
