knljdkfl-1	UNASSIGNED
flhghckh-1	fjiehbdj-1
fllnjmgm-1	fjiejddk-1
fllnmdma-1	fjifnnje-1
fllnpkhj-1	fjigfngk-1
goeeehcd-1	fjnniggj-1
goechocb-1	fjndpepp-1
goebhnhg-1	fjiignfi-1
goedckbm-1	fjmojkcn-1
goecdlbi-1	fjiiinfl-1
goecmikd-1	fjiiipbk-1
godmkace-1	fjiiipda-1
godihabb-1	fjiijdgh-1
godmnkdo-1	fjimhojg-1
godpdinc-1	fjiipkfh-1
goeacaeo-1	fjijamhl-1
goeeajdp-1	fjinfjmi-1
goeecclj-1	fjilbdbo-1
dooidnpc-1	oejjgjgi-1
dooigahm-1	fjjbkcnp-1
godnhhfm-1	fjimlbap-1
dopenmdh-1	fjimkfdo-1
godibbpi-1	fjipgjnn-1
goeiognd-1	fjinmabo-1
doliojap-1	fjinnmgh-1
goekmiin-1	fjjbenjj-1
dokiiabm-1	fjkddljn-1
dokhjokb-1	fjiokjkm-1
godhillf-1	fjipkjjd-1
godhkkil-1	fjjapghm-1
dokjdpod-1	fjjbejbc-1
dokjmfmg-1	fjjbfajp-1
dooihlmg-1	fjjdlhfp-1
godofmom-1	fjjblnjn-1
dolnppim-1	fjjcbdad-1
doojfcdk-1	nkfehiki-1
dooiogdp-1	nkolbfom-1
godkckbp-1	fjjeabod-1
godjmdnf-1	fjjeacna-1
godpcoae-1	fjjembnh-1
goeihdkj-1	fjjfmdhg-1
goeiaodo-1	fjjfgmik-1
goejohcm-1	fjjijkkb-1
goejkjfd-1	fjjhfjnf-1
goekipmc-1	fjjihmmc-1
ghfhgejh-1	fjkalaoh-1
ghfhjcgp-1	fjkcojjb-1
ghfjpgpj-1	fjjmleei-1
goejcboc-1	fjjjjgfi-1
ghfngdgc-1	fjjmjdaf-1
ghfkdjlb-1	fjjjomje-1
ghfmlbdb-1	fjjkckko-1
ghflnidc-1	fjjkflmo-1
ghfifldm-1	fjjkkpln-1
goejdibp-1	fjkpcjlc-1
ghfjffib-1	oejjgpgc-1
lfnokgnj-1	iiebhmpg-1
lfocfokn-1	iiechfpp-1
lfobamah-1	fjjomcae-1
lfohfegn-1	fjjpeina-1
lhphfeep-1	nojdcmlj-1
lhpkohic-1	nojhpcnf-1
lfnofogn-1	fjkahloo-1
doibghdf-1	iiebdjll-1
dokhadjj-1	nkdpoiaa-1
doiiipjk-1	njipgpll-1
doihklip-1	oejjjfmm-1
ghfkfolk-1	iiebdgmn-1
doieicbj-1	fjkcfepm-1
doihifgb-1	fjkcieda-1
ghfgmidb-1	fjkehinf-1
dokhmfmb-1	fjkdoebj-1
goelmdbf-1	fjkencac-1
ghmeging-1	fjkfemjp-1
ghldncjo-1	fjkfjndh-1
goemgnmn-1	fjkfmnef-1
goenhcni-1	fjkhnmed-1
goenebnc-1	fjkganfj-1
ghmfelje-1	fjkhkiln-1
ghmdmpdb-1	fjkhagfa-1
ghmehdfh-1	fjkhlmge-1
godeghog-1	fjlffoae-1
godehdgp-1	fjkiapom-1
ghmaigib-1	oejlaagc-1
ghdfpjfo-1	fjkjjjch-1
ghdfegkp-1	fjkidhej-1
ghdfgbpb-1	fjkiehjk-1
ghdlokkd-1	fjkiinkd-1
ghdcfdal-1	fjkilfjk-1
ghddanob-1	oejjpiff-1
ghdfeogc-1	fjkjofcn-1
ghdhaeod-1	igpmfpjk-1
ghdglncg-1	fjkkdnbc-1
lggaclal-1	ihaoofma-1
ghmfijfe-1	fjkkkemd-1
ghmcgnfd-1	oekffiek-1
ghdfdona-1	fjkloneh-1
ghdelfbl-1	oejlfhap-1
ghmcafmf-1	fjkmgaip-1
ghlpoome-1	oejkkjcg-1
ghdejpca-1	fjlcdcbf-1
ghdejedk-1	fjldfdhm-1
ghdeopac-1	fjkobceo-1
goddmdmg-1	fjlfimoj-1
ghdbglpo-1	fjkpeiea-1
goehnncc-1	fjlafdck-1
ghdngkjd-1	fjlagmbc-1
ghdmkgbb-1	fjlaoacb-1
ghfipllj-1	fjlaplie-1
ghdajbjc-1	fjlbajff-1
ghfilikh-1	fjlbibdh-1
ghdccmie-1	fjlbknjb-1
ghmahegc-1	fjlccdng-1
ghmeklon-1	fjleejnb-1
gofckgah-1	fjlfmnkh-1
godikhlh-1	fjmcaboj-1
goepahnk-1	oejlgnpl-1
ghllldao-1	fjlhlkhf-1
ghlcgamb-1	fjlibiie-1
ghllkpdd-1	fjlibajm-1
ghlbnamc-1	fjlmbpbn-1
ghllleae-1	flfenike-1
ghlodaaa-1	fjlkjden-1
ghllfigp-1	fjlkoema-1
goegceoo-1	fjlkokok-1
ghlffmfj-1	fjllbfae-1
ghlcohdf-1	fjllcalh-1
ghlefkjm-1	fjllgeio-1
ghlclgaa-1	fjlmclao-1
ghlbmnep-1	oejlljkb-1
goeelahb-1	fjlnafgj-1
goenplcp-1	fjlneack-1
goedbgfj-1	fjmcddae-1
godheijh-1	fjlopemf-1
goeooihg-1	fjlopcko-1
godiihfl-1	fjmaikii-1
godinkkc-1	fjmajbdn-1
goehalme-1	fjmbgfik-1
goefbmde-1	fjmbnmnb-1
godjllcd-1	fjmcacdd-1
dnombjhm-1	flnmogci-1
dnokpgia-1	flnincgl-1
doagbmjk-1	fjmfnfdi-1
doaiadhl-1	fjmdbcgi-1
dnogcfgp-1	oejlpmom-1
dnokpebf-1	fjmdgagd-1
dnoemldo-1	fjmdmjod-1
dnokpnbn-1	oejlmjnh-1
dnoehnpn-1	fjmefgcj-1
dnoehjna-1	fjmfhlbm-1
dneblein-1	fkaafgkm-1
dnphcnoj-1	fjmhaiee-1
dnpgifhe-1	fjmhalgi-1
dnecdbog-1	fkcmnaee-1
gnkppacg-1	fjmjdclm-1
gnlacjbg-1	fjmjgndf-1
gogcejfj-1	fjokfchd-1
gogbakgj-1	fjohhmba-1
gnlncofm-1	flmciadk-1
gnlomind-1	fjmjlion-1
gnkiiene-1	fjohjamb-1
gocnjcfp-1	fjmphhon-1
gofppcab-1	fjmpkkel-1
dnbejgbk-1	nlcnlndl-1
dnbndfcj-1	fjnbaepp-1
gnkgceid-1	fjnbgmeg-1
gnkfmnbe-1	fjoajcfe-1
gnkekbdd-1	fjnbmedk-1
dnbdeagk-1	nldfnjga-1
gnkelggm-1	fjoaanip-1
dnbejjga-1	nlcofodo-1
gnkgggbk-1	fjncgpdk-1
gocoocnh-1	fjncndng-1
godbgmbk-1	fjndgfmf-1
gocppfpa-1	fjndmlee-1
goeeepkl-1	fjneemim-1
godaphal-1	fjneoppf-1
gnkkjlbk-1	fjoiehch-1
godbnfme-1	fjnfdocc-1
gnkipjjb-1	fjnfkbei-1
gococacf-1	fjnhcblc-1
gnkkkfbo-1	fjoiiepk-1
gnkipppk-1	fjoapfah-1
gnklhkjb-1	fjoihgie-1
godadnoc-1	fjnkbkob-1
donoobbn-1	oiflnkan-1
dononhid-1	nldjjope-1
goedgfmo-1	fjnnhnel-1
gocogaoe-1	nlbccmce-1
gocodidg-1	nlamienj-1
dongbjnk-1	oifmdbca-1
dongnjob-1	nldimfcc-1
dongcjei-1	fjnplmfj-1
gocnfpdb-1	fjoajjch-1
dnpibnin-1	fjocgjki-1
dnpicfpb-1	fjocnigl-1
dnpiakgl-1	fjodpnhc-1
gnmgofia-1	fjoemmkk-1
gnmhjpoh-1	fjofajho-1
dnpmidek-1	fjofbikd-1
dnpmliim-1	fjofjpoh-1
gnkmaeio-1	fjofnofj-1
gnkjodaf-1	fjognomn-1
gogbcedp-1	fjohbgai-1
gnklhipg-1	fjoiccih-1
gnkjkjob-1	fjoidpog-1
gnmhekja-1	fjojcmkl-1
gnmibffn-1	fjojgjhk-1
gnmfnmgn-1	fjokibel-1
gnlpejcp-1	fjokdoab-1
gogchidl-1	fjokffln-1
gnlpnihn-1	fjokhefn-1
gnmjhgbn-1	fjokkimf-1
gnkpjfcn-1	fjoknfff-1
gnmjgbll-1	fjoldhpm-1
gnkodhce-1	fjolfgdl-1
gnknhmcf-1	fjolgiml-1
gnknmikm-1	fjoliikg-1
gnkogfdp-1	fjomahdp-1
gnmbkbip-1	fjomeipa-1
gnknjngd-1	fkcmkfci-1
gnmbkccp-1	fjomjnlp-1
flldkmng-1	fkbkkdgb-1
fllcopgj-1	fjooadfn-1
flggmdgc-1	fjonlnag-1
flglpemb-1	fjoopeak-1
flfinlom-1	fjopinob-1
fkodehcf-1	fkanhmmj-1
flgjmnai-1	fkanhdbi-1
flejjjno-1	fmbeojfg-1
fkodddec-1	fjpbgnbi-1
fkoddndp-1	fkangakl-1
flfkopcd-1	fmbegilm-1
flhahlod-1	fjpeefcl-1
flgnenpe-1	fjpcfcpb-1
flhahbkn-1	fjpcldoh-1
flhadikp-1	fjpdnijk-1
flgeijai-1	fjpdbpeh-1
flfifodf-1	fjpdealh-1
flfikaih-1	fjpealji-1
docgabnd-1	flomomoc-1
docfngfm-1	fkaigmpi-1
fkeiobgl-1	flpdigpo-1
fkekkcph-1	flpffgme-1
dnpafdkj-1	fjpholpe-1
gnmkldhh-1	fjphpein-1
doagcmea-1	fjpibpep-1
dnpkhbkl-1	fjpiiplo-1
doakncdd-1	fjpklncn-1
fkcngpbe-1	fkbbilja-1
fkcknfjp-1	fjpnkali-1
fkchcnpg-1	flpghegh-1
fkchfjcp-1	fjpmbnfm-1
fkcmlanl-1	fjpmkndd-1
fkcmipfl-1	fjpncijl-1
fkclcckh-1	fjpnfchc-1
fkcljjab-1	fjpnidee-1
fkcmkcme-1	fjpogaeo-1
fkcmiekh-1	fkahniaf-1
fkcpapmg-1	fjpopchn-1
fkclooom-1	fjppaplp-1
gnmdecge-1	fkaapojl-1
dnpilodb-1	fkabinkl-1
dnpmjofk-1	fkabniki-1
dociinpi-1	fkchnbol-1
fkjnelhn-1	fkamaajh-1
fknogdio-1	fkamgnle-1
flglmagn-1	fkamifih-1
flglfldc-1	fkamoefb-1
fknojhen-1	fkbgbbea-1
fkodgajm-1	fkamplnh-1
fkjjpnde-1	fkbboadf-1
fkocgkme-1	fkbalidn-1
fkobhhee-1	fkbbalhl-1
fkckfmgd-1	fkbdjdhb-1
fkjobbmc-1	fkbcehoj-1
fkofhgkj-1	fkbaldml-1
fkckfkek-1	fkbfdomh-1
fkcnipee-1	fmaijjbo-1
fkcmpgam-1	fkbblmee-1
fkjojaib-1	fkbbmpej-1
fkjoejle-1	fkbehhma-1
fkkbcjbe-1	fkbepoka-1
fkjnklgn-1	fkbfieoe-1
fkoeopcj-1	fkbjihkp-1
fkofiljl-1	fkbgmfbg-1
fkocijbk-1	fkbgnbnp-1
fkjgdjji-1	fkbjmgna-1
fkjfljko-1	fkbhmifj-1
fkjgahln-1	fkbifdaj-1
fkjkejob-1	fkbiieie-1
fkjgbjjb-1	fkbjicgp-1
flhjbffg-1	fkbkacha-1
flkfbkjh-1	fkbkadmh-1
fllhidgl-1	fkbkeeoc-1
fllhblhp-1	fkcambna-1
flhilgfg-1	fkblpbap-1
fllhlaji-1	oegocgog-1
fkohkono-1	fkbnhnnp-1
fkcklnkm-1	fkbogjhf-1
fkjpjhcg-1	fkbpifnk-1
fkjgedpe-1	fkbpklip-1
flkfkgcm-1	fkcblmok-1
dnogbbhi-1	fkcjaeef-1
dnogcfdo-1	fkcjankg-1
dnebnkkc-1	fkcllolf-1
dnpogaac-1	fkclolhi-1
dnedpnio-1	fkclonkf-1
dnedojbb-1	fkclphbk-1
gnmciang-1	fkcmepec-1
gnmchnmf-1	fkcmhmbc-1
dnpnmfcc-1	fkcmlbap-1
dnoflkmm-1	fkdcekgj-1
dnebblgk-1	fkcmmhlc-1
dnphdeck-1	fkcninnp-1
dnpgakip-1	fkcnnlpo-1
dnpnhmml-1	fkddlcda-1
dnoofgfi-1	fkddmmla-1
dnekeode-1	fkdcjdko-1
dnondolh-1	fkddagoj-1
dndpemnp-1	fkdddgef-1
dndnlden-1	fkddmglo-1
dndnapam-1	fkdedgam-1
dneiahkk-1	ngplcbdo-1
glmdffma-1	fkdobpdg-1
gobcachb-1	fkedfnpb-1
goaoiidi-1	fkjgpiih-1
glilmhmg-1	fkebnkjn-1
gobjeiek-1	fkehclgn-1
gobkakdl-1	fkekklbm-1
goblekdl-1	fkjfmhkb-1
goblhmne-1	fkiadhgb-1
goblippo-1	fkhpphkm-1
gobbmbdk-1	fkjihclh-1
goalcddi-1	flaikaad-1
gobcgifn-1	fkekdfcd-1
goboelon-1	fljlagll-1
ghgkpmae-1	fkenkoen-1
ghgnnkoh-1	fkenanme-1
ghgnlike-1	fkengjhm-1
ghhlpgpm-1	fkeoekgm-1
ghhddkjl-1	fkeofmll-1
ghgonbho-1	fkephapo-1
ghhjbili-1	fkflckgo-1
ghhmfhbd-1	fkfaaijk-1
ghgnkica-1	fkfajjde-1
ghhcdfnh-1	fkfleodl-1
ghildgjg-1	fkfkhggd-1
ghhclbaa-1	fkfdebea-1
ghhceebm-1	fkfebphj-1
ghhcbepo-1	fkfdiohd-1
gkeeblbh-1	fkfdodgg-1
ghhdilkb-1	fkfeeofk-1
ghiegjmi-1	fkfeggol-1
ghifoeca-1	fkfekpgn-1
ghifpadf-1	fkfemeip-1
ghigeccd-1	oejodpnp-1
ghhjjmoh-1	fkfflcni-1
ghhlglbn-1	fkfgdlfl-1
ghhlhnkh-1	fkfgfbbj-1
ghhjjjbb-1	fkfgkohp-1
ghhcpojb-1	fkfgmahe-1
ghhahlkn-1	fkfkopeo-1
lfeobkie-1	ihgpeblj-1
ghilneel-1	fkfjadmo-1
lfeodmon-1	ihhfddih-1
ghildjbh-1	fkfkigao-1
ghilfihg-1	fkfkjhko-1
ghfoneao-1	fkgapdhb-1
ghgidfcm-1	fkflijce-1
ghghbiaf-1	fkflincm-1
ghgiccmj-1	fkfllign-1
ghghoepp-1	fkfmmagl-1
gnpbbdpo-1	fkfncdkb-1
gnooladk-1	fkhkbibd-1
gnoohfln-1	fkhknbea-1
gnnacjip-1	fkfppkhm-1
gnodbbad-1	fkgancpc-1
ghgljcgc-1	fkgalhjm-1
ghfpipof-1	fkgaokmo-1
ghfpkdkk-1	fkgappnj-1
ghgmhojk-1	fkgbfaan-1
gnmnjago-1	flionfli-1
ghgapido-1	fkgcknle-1
ghfnohjh-1	fkgdfhok-1
ghfoejji-1	fkgfchen-1
ghfpnfhk-1	fkgegfol-1
ghgamfee-1	fkgeinkg-1
ghgbegkd-1	fkgplhab-1
gnndndhk-1	fkgfdacl-1
ghfnoopg-1	fkgffhgb-1
ghidcdlm-1	fkggdhno-1
ghhkkpao-1	fkggglgo-1
ghiddalm-1	oejohbhi-1
lfbpgoon-1	fkgjddac-1
ghicgbfo-1	fkhankfp-1
ghhnkdnc-1	fkgkalip-1
ghgmonec-1	fkgndkbe-1
ghhpnohg-1	fkgknodc-1
ghgalfca-1	fkglmhde-1
ghhnkhea-1	fkglmgkl-1
ghhabhem-1	fkgmedej-1
ghhoejbn-1	fkgpccob-1
ghgbfmea-1	oejpgdgb-1
ghhnhhha-1	fkhaeihb-1
ghiagbig-1	fkhaphie-1
ghicknhj-1	fkhbcdkg-1
gnpfokja-1	fkiapiic-1
gnngdlhb-1	fkheemii-1
gnnimiee-1	fkhdbbnk-1
gnoadmna-1	fkheacfa-1
gnobbece-1	fkhedpdc-1
gobkndmf-1	fkhekilm-1
gnoalkan-1	fkhhcbgi-1
gnobeffh-1	fkhgljmi-1
gnpimikj-1	fkhhepkm-1
gnpldhdj-1	fkhhkdhk-1
gnoenknf-1	fkholipc-1
gnnhgjmp-1	fkhohefk-1
gnobhhgm-1	fkhlakji-1
gnofjakf-1	fkhlbjek-1
gnogboap-1	fkhlpbbf-1
gnnagogn-1	fkieiccn-1
gnnagldn-1	fkhmcikh-1
gnnagiki-1	fkhmmbpf-1
gnocddfl-1	fkhnaenc-1
gnocmnjd-1	fkhpihhd-1
gnocgodh-1	fkhneohm-1
gnnikkdg-1	fkhnhaef-1
gnniiach-1	fkhnjhip-1
gnofhdnj-1	fkhpjbbk-1
gnofnhog-1	fkhoobgn-1
gnofelam-1	fkhpkinj-1
gobmmkfl-1	oekgccjf-1
gnpkceab-1	oekglabg-1
gnpicnkh-1	fkicdhej-1
gnnfifpg-1	fkifdnom-1
gnpljomg-1	fkidgeap-1
gnnbdnok-1	fkidlgal-1
gnnfjpml-1	fkidokjh-1
gnnbimcl-1	fkidnmdo-1
gnnfnifi-1	fkidohek-1
gnnbakkf-1	fkieplab-1
gnnepfml-1	fkifehlh-1
gnpjmdoh-1	fkifgfem-1
gnpkaclj-1	oejpioha-1
gnplecpg-1	fkiheggg-1
gnplnkbl-1	fkihdbej-1
gnpjjdol-1	fljcciee-1
gljchaag-1	fkihjoof-1
gljcfbee-1	fkihkoja-1
gljdcbdh-1	fkihmioj-1
gobaclgi-1	fkjcekme-1
goappejh-1	fkilhill-1
glimbmhi-1	flaendhf-1
gljdlchl-1	fkjamcae-1
goblfcpf-1	fkjabckn-1
gobkcgjc-1	oejpodmm-1
glilaica-1	oekalefl-1
gnnoofce-1	fkjdnebi-1
gljceaik-1	fkjehckd-1
fkkmaoha-1	fkjolpfk-1
fkknbhgg-1	fkjkadjm-1
fkknelfg-1	fkjkigoe-1
glnmpehd-1	fkjmndde-1
glpnikdn-1	fkkbkdch-1
gljmcojh-1	fkjpihlj-1
gljahfie-1	flacdjal-1
glinkgel-1	fkjpoikg-1
gloomhlm-1	fkkbkecb-1
glopjadc-1	fkncpbhh-1
glpnbghi-1	fkkdnico-1
gloflfmg-1	oekbbonb-1
glpmdpha-1	fkoigfcm-1
glpackjm-1	fkkeifjg-1
gnacdpha-1	fkkffblk-1
gmpdajjp-1	fkkhdjie-1
gmngnenm-1	fkkfldbk-1
gmngblpf-1	fkkgimkn-1
gmpdmcoj-1	fkkgabjp-1
gmpnkfbg-1	fkkhbnhg-1
gmpmdchk-1	fkkhobco-1
gmpjlojg-1	fkkhlhod-1
gmpjhbnc-1	fkkhmmmn-1
gmpjocmf-1	fkkicjji-1
gmopfenh-1	fkkiimph-1
gmncdkpg-1	fkkjbnmj-1
gmponppl-1	fkkjdbam-1
gnabmblj-1	fkkjfbgb-1
gmopgglk-1	fkklggll-1
gmpomhbo-1	fkkkhpdg-1
gmpjceka-1	fkkjjhlm-1
gmncihlf-1	fkkkjbji-1
gmncjipo-1	fkklgnnl-1
gmmnmkeb-1	fkkmeobo-1
gmmnmfhl-1	fkkncgcp-1
gmnlmclb-1	fklinlfj-1
gmnmeppd-1	oekamoom-1
gmpdkloo-1	fkkofbpg-1
gmnmaiif-1	fkkoffnh-1
gmnloplp-1	fkkookbn-1
gmnmeelo-1	fklfppcl-1
gkedjmkm-1	fklafceh-1
gmnkinml-1	fklaofkc-1
gmmmhdgp-1	fklbgoel-1
gmmmmedo-1	fklbjjbl-1
gmnindec-1	fklbkeee-1
gmnjjpdf-1	fklbklmj-1
gmngcdhp-1	fkldphgc-1
gmnjicbl-1	fklbmkhf-1
gmnjaojk-1	fklcjlcl-1
gmngfhem-1	fklcpgdh-1
gmnmfnhj-1	fklfpkoc-1
gmnlgggh-1	fklhbhmm-1
gmpanelo-1	fklekjmb-1
gmnaelbf-1	fklfchah-1
gmnbapaj-1	fklgchbf-1
gmmpoieo-1	fklhbcgn-1
gmmonmaa-1	fklhipnm-1
gmnblbke-1	fklhhgdl-1
gmnldlgf-1	fklimcob-1
gnooffbb-1	fkljcegh-1
gnonlcio-1	fkljcgli-1
gnoneghd-1	fklkhiin-1
gniijgfc-1	fkmcadep-1
gnijjmbd-1	fklljnnb-1
gnaijmln-1	fklmagpl-1
gmnjomdp-1	fklmbafe-1
gnaihbpl-1	fklmkiaf-1
gnaebigk-1	fklmljlg-1
gnojfojh-1	fklnblga-1
gnohgifm-1	fklnemam-1
gnaknioa-1	fkloebpl-1
gnakeekk-1	fkloacog-1
gnadgofp-1	fklogmoa-1
gmoicpkh-1	fkmghnka-1
gnadhcok-1	fklopeie-1
gnagbpoi-1	fklopelm-1
gnaifnig-1	fkmakepp-1
gnafdaoc-1	fklpmbnn-1
gnakhgac-1	fkmbfhdh-1
gniilfjp-1	fkmdpknb-1
gmoieihg-1	fkmgcapo-1
gmopehki-1	fkmfamcn-1
gmolohpm-1	fkmeicmb-1
gmpacnfj-1	fkmeniji-1
gmojcgld-1	fkmhimoa-1
gmolpbpn-1	fkmfmego-1
gmoijkne-1	fkmgdpmk-1
gmojhpjk-1	fkmhllak-1
glliajnd-1	fkmhpjeb-1
glkcjgkk-1	fkmilmmd-1
glmahfnh-1	fknmdogo-1
glmccodk-1	fkmkfaeg-1
glmagnhl-1	fkmkjlpo-1
glliench-1	oekbbcdn-1
gllkcdgp-1	fkmklbfc-1
glliopda-1	fkmknlal-1
glmbijdk-1	fknmdidl-1
gllkgnok-1	fkmleplg-1
gllehoef-1	fkmllfgc-1
glkonlnm-1	fkmljmfg-1
gobheiak-1	fkmndban-1
gllmaice-1	fkmpgjki-1
glldgdfa-1	fknaapbn-1
glldledc-1	fkncckna-1
gllmnkek-1	fknbladf-1
glkndnkm-1	fkncbdmo-1
gloocidg-1	fknpfdgp-1
gljaimoc-1	fknkmagb-1
gljnkgpo-1	fkobeeni-1
goapcbbh-1	fknllmdj-1
gljopgek-1	fknlnaig-1
goaoopga-1	fknoikob-1
glkckmcg-1	fknojmdf-1
glokemkc-1	fknpbcld-1
glkeboje-1	fkocaead-1
glppogha-1	fkofibne-1
glppipec-1	fkpdjjim-1
gmaaegnf-1	fkogahhl-1
glofkkee-1	fkomcchi-1
glofpgdj-1	fkojpfgn-1
glojfelk-1	oekbdfbi-1
glojbhfj-1	oekbgbam-1
gloifafg-1	fkooleof-1
glojgoml-1	fkokpnhm-1
glohijfi-1	fkopacod-1
gloikkpf-1	fkopnlbg-1
glojacah-1	fkomdbnc-1
glohnoei-1	fkomdoge-1
gljjimei-1	fkpdcgha-1
gmafgece-1	fkpbkija-1
gmaacldd-1	fkpdmjbc-1
gljfdhoh-1	fkpemkhh-1
gljehggg-1	flafnjii-1
gljfkjcd-1	fkphblkk-1
glimniji-1	fkpjmmfn-1
glimjnik-1	fkpmendp-1
glimngbf-1	fkpmgbik-1
glimcdcn-1	flaehahc-1
gljhdocp-1	fkppipob-1
glijgpgb-1	fkpmhmdn-1
gljmheif-1	flaamdka-1
gljkfbig-1	fkpopblb-1
gljjgela-1	flaecghh-1
glimceli-1	flabhphn-1
gljddefi-1	fladfoha-1
gljipgoc-1	fladdidc-1
gljhlekk-1	fladinca-1
gljhcehh-1	flaeahoi-1
gljjehma-1	flaelido-1
gmahcfkd-1	flafaeih-1
goallmjb-1	flajakik-1
gmagpfep-1	flajmheg-1
gmagejdn-1	flakekmp-1
gmafppco-1	flakifel-1
gmageilk-1	flaknmjc-1
fknigcnl-1	flanapio-1
fleifbbb-1	flombmcl-1
fleicbji-1	flaokmlh-1
fkniaagn-1	flbbjegn-1
fknmoglp-1	flcpjgdh-1
flegjdoe-1	flcmdbhj-1
fknneabd-1	flcpidff-1
flfopfna-1	flojblkb-1
flfpcgcg-1	flbbmoel-1
dnnofohk-1	flppfkji-1
fklniocp-1	flbneeni-1
glmpmimk-1	oekdnjhp-1
fkjjefbi-1	flcefjnp-1
fkmgfefp-1	flbpgdek-1
glmoccfj-1	flbflkpp-1
glnhhgej-1	flbfmpbg-1
fkmafbhi-1	flbgkjlp-1
fkmaagdg-1	flbgmekc-1
fkmdpbeg-1	flbhcmgf-1
fkmedklj-1	flbnhine-1
fkkphpcn-1	flbhgchn-1
fkmfpbda-1	flbinoph-1
fkmdhkej-1	flbondoa-1
fkmfpfda-1	flbkfeam-1
fkkpbjhg-1	flblibak-1
fkmfcmjn-1	flbllnbm-1
fkmdjecg-1	flbnomeb-1
fkmfbidh-1	flbngdnp-1
fkmhbojl-1	flceidnh-1
fknkeclk-1	flcpkpen-1
fknneffl-1	flcbjphg-1
fknnofgm-1	flcapaco-1
fkjkkgja-1	flpomlbp-1
fknjhhnd-1	flcjlghl-1
fkjjfhcn-1	flcfienb-1
fkjifbkm-1	flckfnaj-1
fkjhkfkl-1	flceadpa-1
fkjjjcka-1	flcfoaho-1
fknihicl-1	flcllghf-1
fkjhbpag-1	flcgkcjb-1
fkjgpngj-1	flcgldke-1
fknjkaeg-1	flcljecf-1
fknlppjh-1	flchmmod-1
fkninffh-1	flcimbcg-1
fknlbnbf-1	flcjcjke-1
flehdmmj-1	flddjidb-1
flfmggbg-1	fldjfhko-1
flecmhnb-1	fldbkkol-1
flecelpj-1	flddlpng-1
fleckbld-1	flddoadf-1
flecolae-1	fldecfck-1
flebmmfd-1	fldeepeg-1
flekccap-1	fldjldom-1
gofhcjke-1	fldonpkf-1
ghljlgkl-1	flfdjjfd-1
gofhbdoi-1	fldobckk-1
gofhdelo-1	fldolomi-1
gofgpeea-1	fldpdkni-1
gofnende-1	fldpeimc-1
gofjlfnb-1	flloklde-1
gofnconp-1	oekekeeb-1
gnmnfpef-1	fleihapo-1
gnnbpjdk-1	flebkdhm-1
ghnndkgi-1	flegallp-1
ghnibmgn-1	fleeplnd-1
ghnhleoh-1	flefcpmn-1
ghnjcmag-1	flfaalkc-1
ghnhchnb-1	flegclki-1
gofeicec-1	flegmnpp-1
gofefmdk-1	fleionfk-1
gofedoej-1	fleimeob-1
ghlnmiai-1	oekeoebl-1
ghlhpjck-1	flelbkef-1
ghlnlijb-1	flenncbn-1
ghlgdnod-1	flengpdg-1
gofhgjao-1	flepfmnb-1
gofhgopi-1	flepiadc-1
gofjagei-1	flfaadpg-1
ghnfnjhh-1	flfbddai-1
ghnjdmhc-1	flfblcpd-1
ghnlhphh-1	flfbpida-1
ghnpdjkj-1	flfbmhkf-1
gofcfbij-1	fllodllo-1
gofkcfgj-1	flfeeffj-1
gofkpkeg-1	flfclcem-1
goflfpnk-1	flfdiicn-1
gofkljfn-1	flfefjji-1
gofkjmal-1	flfeleig-1
ghdglcjh-1	ihimnfcg-1
lgdpncla-1	ihijgejb-1
ghmnbmjf-1	flfnmekp-1
ghmmagbf-1	flfgpmmp-1
ghmnoaij-1	flfiglfd-1
ghndfklg-1	flfjmmdf-1
ghmolijf-1	flfjldke-1
ghmhejhc-1	flfkbmig-1
ghmmdbbk-1	flgabhgd-1
ghmlpikc-1	flflmhke-1
ghmneeka-1	flfmapkc-1
ghmibclh-1	flfmbbpn-1
ghmlonko-1	ihijpddf-1
ghdgcano-1	iieacbdc-1
ghmmgogd-1	flfolccp-1
ghmipeke-1	flgadgjf-1
ghmomhnf-1	flfpoklo-1
ghlkeepp-1	flgahjcc-1
ghlojenh-1	flgcjojo-1
ghlplnle-1	flgchncf-1
ghndmcbp-1	flgephji-1
ghndimek-1	flgdmoif-1
ghnlocdf-1	flgebkof-1
ghnamdan-1	flgedmhk-1
ghnmdeih-1	flgegkdo-1
ghnbnmll-1	flgekeln-1
ghncfkfi-1	flgfbeap-1
ghnaejeo-1	flgfinam-1
ghnbcgnh-1	flgfjlfo-1
ghnbaegp-1	flgfklad-1
ghnbpkdl-1	flgfpdjj-1
lggkabco-1	ihijiobj-1
ghloegfg-1	flgmfhak-1
glidlone-1	flgnchnl-1
dnljbehl-1	flgnemji-1
dnllflbj-1	flgnepnk-1
dnlhkbig-1	flgnfnfk-1
dnllhbgj-1	flgnikfi-1
gocfilei-1	flgnlcje-1
goalpihn-1	flhadcgp-1
goalfmgd-1	flhallih-1
goangojd-1	flhbcagi-1
gligekep-1	flhbcmnj-1
dnllaofm-1	flhbkeef-1
gligccma-1	flhblnbe-1
glifbihb-1	flhblplk-1
goakpcnl-1	flkialfa-1
goaklkch-1	flhcolfj-1
goanlcol-1	flhdanbl-1
dnllnadk-1	flheddcj-1
goakojdh-1	flhdjnni-1
dnlmjmkd-1	flhdlkan-1
glihiakb-1	flheednh-1
glidaold-1	flhgjhfl-1
